ClosedDate,SoldPr,Type,Zip,Area,Rooms,FullBaths,HalfBaths,BsmtBth,Beds,BsmtBeds,GarageSpaces
9/25/19,314136.875,SFH,60053,1087,7,2,0,No,3,0,2
3/16/20,1007062.5,SFH,60091,2218,11,2,1,No,4,0,2
2/14/20,210125,SFH,60002,1068,5,2,0,Yes,2,0,0
7/23/20,238312.5,Condo,60077,1950,5,2,0,No,2,0,2
10/9/20,64575,Condo,60201,963,5,1,1,No,2,0,0
11/18/19,280516.875,SFH,60062,1508,7,1,1,No,3,0,1
6/29/20,134449.25,SFH,60002,924,4,1,0,No,2,0,2
8/24/20,293150,Condo,60062,1820,6,2,0,No,2,0,1
12/30/19,278415.625,SFH,60025,1250,7,1,1,No,3,0,2
2/5/20,292125,Townhouse,60062,2610,7,2,1,No,3,0,2
7/26/17,957557.6826,SFH,60062,3200,8,3,1,No,3,0,2
7/31/19,264232.1875,Townhouse,60025,1236,6,1,1,No,2,0,1
5/22/20,358750,SFH,60002,2960,9,3,0,No,5,0,2
6/10/19,341453.125,SFH,60062,1275,8,2,1,Yes,3,0,1
3/16/18,199224.7656,SFH,60077,1200,7,2,0,Yes,2,1,0
10/9/20,676500,SFH,60091,3735,11,3,1,No,6,0,2
10/25/17,397372.6406,SFH,60077,1440,7,2,0,Yes,2,1,2
8/25/20,320312.5,Townhouse,60202,1600,6,1,0,No,2,0,1
7/1/19,998093.75,SFH,60091,3575,11,5,0,Yes,5,2,2.5
7/30/19,244270.3125,SFH,60062,2009,9,3,0,Yes,3,0,1
7/15/19,390832.5,Condo,60201,1050,4,2,0,No,2,0,1
12/1/20,1972612.5,SFH,60091,3891,16,5,1,Yes,4,2,2
10/25/19,436009.375,SFH,60201,1323,6,1,0,No,2,0,2
5/5/17,527622.5617,SFH,60062,1800,9,2,0,No,3,0,2.5
12/23/19,927176.5625,SFH,60025,3923,13,3,2,No,5,0,2.5
4/26/19,588350,SFH,60025,3457,8,3,0,No,4,0,2
7/26/19,294175,SFH,60002,2553,10,2,1,No,4,0,2
12/15/17,413929.834,SFH,60076,1766,8,2,0,No,3,0,2
6/15/20,25625,SFH,60002,693,5,1,0,No,2,0,0
5/8/17,785914.7781,SFH,60062,2750,10,3,1,Yes,4,1,2
9/14/20,353625,Townhouse,60025,2050,7,2,1,No,3,0,1
1/7/19,146036.875,Condo,60202,1100,5,1,0,No,2,0,1
9/19/19,368244.0625,Condo,60062,1846,6,2,0,No,2,0,1
8/23/19,264757.5,SFH,60025,2420,9,3,0,No,4,0,1
9/4/20,1271000,SFH,60062,5457,15,6,1,Yes,5,1,3
7/31/17,463601.4141,SFH,60077,1844,9,3,0,Yes,4,0,2.5
12/27/17,1048622.246,SFH,60062,5981,15,5,1,Yes,5,0,5
1/10/20,302477.5,SFH,60053,1521,7,1,0,No,3,0,2
4/3/19,772209.375,SFH,60062,2800,8,3,1,Yes,3,1,2
3/22/19,686583.4375,SFH,60025,2611,9,3,1,Yes,3,0,2
10/30/19,462275,SFH,60201,1879,8,2,1,No,3,0,2
8/17/20,717500,SFH,60062,3000,6,2,1,No,3,0,2
12/21/20,259325,Condo,60025,1300,5,2,0,No,2,0,1
8/31/20,533000,SFH,60091,2100,7,2,1,No,3,0,2
2/11/19,309934.375,Condo,60062,1700,7,2,0,No,3,0,1
7/17/19,429705.625,SFH,60062,2515,6,2,1,No,3,0,2
2/14/19,380326.25,SFH,60062,2302,6,2,0,No,2,0,2
6/20/19,254251.25,SFH,60076,1326,8,1,1,No,3,0,1
9/26/18,145380.2344,Condo,60077,1100,4,1,0,No,1,0,1
8/1/19,328320.3125,Townhouse,60091,1311,6,1,1,No,2,0,1
4/1/19,1137826.875,SFH,60026,4253,13,4,1,Yes,4,1,3
4/6/20,594500,SFH,60202,1976,8,2,0,No,3,0,2
11/30/18,585828.5,SFH,60062,2788,9,2,1,No,4,0,2.5
8/18/20,266500,Townhouse,60025,1453,6,1,1,No,2,0,1
9/14/17,507753.9297,Condo,60077,1659,4,2,0,No,2,0,1
12/12/18,285376.0156,SFH,60076,1650,5,2,0,No,2,0,1
1/6/20,661125,SFH,60026,4592,12,5,1,Yes,5,0,3
1/3/20,199875,SFH,60002,1677,8,2,1,No,3,0,2
8/6/20,645750,SFH,60201,2000,11,2,0,No,3,1,2
2/28/20,486875,Townhouse,60062,2099,6,2,1,No,3,0,2
3/14/19,178501.1875,Condo,60202,1250,5,1,1,No,2,0,0
7/2/19,512705,SFH,60062,2309,8,2,0,No,4,0,2
11/6/17,325624.8027,SFH,60077,1309,7,2,0,Yes,3,0,2
7/19/19,923236.7187,SFH,60201,2800,8,2,1,No,3,0,2
1/31/19,1116289.063,SFH,60025,3750,11,3,2,Yes,5,0,2
6/27/19,357212.5,SFH,60076,1574,10,2,1,Yes,3,0,2
7/22/20,1031662.5,SFH,60091,2975,12,3,1,No,5,0,2
6/7/19,298664.3206,SFH,60002,2825,10,2,1,No,4,0,2
10/6/17,330481.5795,SFH,60077,1383,9,2,0,No,3,0,2
6/26/18,190609.6406,Condo,60076,1720,5,2,0,No,2,0,2
8/1/17,717478.3789,SFH,60062,3226,12,2,1,No,5,0,2
8/30/19,231137.5,Townhouse,60076,1072,6,1,1,No,2,0,0
1/11/19,425503.125,SFH,60077,1424,10,2,0,No,3,2,2
10/18/19,283668.75,SFH,60201,1960,8,3,0,No,4,0,0
8/30/18,409218.4375,SFH,60077,1724,8,2,0,No,4,0,0
12/17/19,275263.75,SFH,60053,1110,8,2,0,Yes,3,1,2
9/24/20,722625,SFH,60025,2341,8,2,1,No,4,0,2
6/28/19,141834.375,Condo,60202,706,5,1,0,No,2,0,0
7/10/17,549698.8195,SFH,60076,2740,8,2,1,Yes,4,0,4
9/5/20,379250,SFH,60053,2053,8,3,0,Yes,4,0,2.1
9/27/18,113073.5156,Condo,60077,760,5,1,0,No,2,0,0
8/24/17,163364.3078,Condo,60077,1150,5,2,0,No,2,0,1
7/3/19,194365.625,SFH,60002,1920,7,2,1,Yes,2,1,2
4/3/20,937875,SFH,60091,3287,11,3,1,No,4,0,2
2/11/19,257403.125,SFH,60053,1353,7,2,0,No,3,0,0
3/29/19,453870,Townhouse,60062,2282,9,2,1,No,4,0,2
4/3/19,239437.4375,SFH,60002,2400,9,2,1,No,4,0,2
11/14/19,337775.9375,SFH,60077,1492,9,2,0,Yes,3,0,1
8/7/20,609875,SFH,60053,3846,12,5,0,Yes,5,1,2
8/16/19,472781.25,SFH,60026,2769,10,2,1,No,5,0,2.5
5/28/19,357212.5,SFH,60077,1980,8,1,1,No,3,0,2
6/25/19,472781.25,SFH,60076,3155,10,5,0,Yes,6,0,4
3/21/19,1071637.5,SFH,60026,4744,13,5,1,No,5,0,3
4/1/20,195775,Townhouse,60002,2619,8,2,1,No,3.5,1,2
8/27/20,891750,SFH,60026,3240,12,3,0,No,4,1,2
4/7/17,328936.2414,SFH,60077,1144,9,1,1,No,3,0,2
6/21/17,207516.8234,Condo,60077,1236,5,1,0,No,2,0,1
4/23/18,726901.1719,SFH,60062,2786,9,2,1,No,4,0,2
11/11/19,210125,SFH,60002,1713,7,2,0,No,4,0,2
6/26/20,152725,Condo,60203,849,4,1,0,No,1,0,1
10/31/20,686750,SFH,60201,2829,9,2,0,No,5,0,3
7/24/19,265309.0781,SFH,60076,1297,5,1,0,No,2,0,2
10/8/20,312625,Condo,60026,1184,5,1,1,No,1,0,1
5/15/19,288921.875,Condo,60062,2160,6,2,0,No,2,0,1
10/28/20,210125,Townhouse,60077,1116,7,1,1,No,3,0,0
11/25/20,245897.5,Townhouse,60203,1400,7,1,1,No,3,0,0
8/16/19,225884.375,Townhouse,60076,1175,6,1,1,No,3,0,0
7/31/20,362850,SFH,60076,1591,8,1,1,No,3,0,1
11/18/20,683675,Townhouse,60025,3650,12,4,1,Yes,4,0,2.5
8/18/20,41000,SFH,60002,740,4,1,0,No,2,0,0
5/15/20,544172.5,SFH,60076,3356,8,2,1,No,4,0,2
11/9/18,188455.8594,Condo,60076,1465,5,2,0,No,2,0,2
10/15/18,333836.0937,SFH,60076,2000,10,2,1,No,4,0,2
6/29/18,192763.4219,Condo,60077,1435,5,2,0,No,2,0,0
9/4/20,471500,SFH,60077,2239,9,2,1,Yes,4,0,2
9/26/18,522291.9531,SFH,60062,2360,6,2,0,No,2,0,2
2/28/18,387680.625,SFH,60076,1092,8,2,0,Yes,3,1,2
6/15/18,317682.7344,Condo,60077,1597,5,2,0,No,2,0,1
8/31/20,353625,Condo,60201,1525,6,2,0,No,2,0,1
6/7/19,330946.875,SFH,60025,1840,9,2,0,No,4,0,2
5/23/19,646134.375,SFH,60062,3256,10,3,2,Yes,5,0,2
4/29/20,835453.925,SFH,60025,2308,6,2,0,No,2,0,2
4/6/20,259325,Condo,60202,1675,6,2,0,No,2,0,1
6/1/18,529830.1875,SFH,60077,2243,10,2,1,No,4,0,2
12/11/19,367718.75,SFH,60053,1985,7,2,0,Yes,3,0,2
5/22/19,175979.6875,Condo,60025,1300,5,2,0,No,2,0,0
8/7/20,384375,SFH,60076,1380,8,2,0,Yes,3,0,0
9/21/20,353625,SFH,60077,1344,7,2,0,Yes,3,0,2
11/1/18,193840.3125,Condo,60077,1200,5,2,0,No,2,0,2
6/19/18,441525.1562,SFH,60076,1950,8,2,0,Yes,4,0,1
10/4/19,246896.875,SFH,60053,1092,7,2,0,Yes,3,0,1.5
9/10/20,533000,SFH,60062,3000,8,3,1,Yes,4,0,2
6/21/19,251099.375,Condo,60202,1430,6,2,0,No,3,0,0
7/18/17,466912.8527,SFH,60076,1442,7,2,1,Yes,3,0,1.5
6/16/20,174250,Condo,60062,1200,5,2,0,No,2,0,1
8/22/19,592815.1563,SFH,60203,2686,9,2,1,Yes,3,0,1
3/3/20,1178750,SFH,60091,6290,14,4,1,No,5,0,2
10/16/20,1249473.975,SFH,60025,7094,13,5,1,Yes,5,1,3
12/16/20,1107461.25,SFH,60091,5042,17,5,1,Yes,5,1,2
2/18/19,393984.375,Townhouse,60025,2200,7,2,1,No,3,0,2
3/29/19,330946.875,SFH,60076,1134,10,2,0,Yes,3,0,2
6/7/19,353010,Townhouse,60025,2600,8,2,1,No,3,0,2
3/16/20,230625,Condo,60077,1090,4,1,1,No,1,0,1
6/25/19,354060.625,Townhouse,60077,2200,7,2,1,No,3,0,2
8/7/20,239850,SFH,60053,1344,7,2,0,No,3,0,2
3/25/19,251099.375,Condo,60202,972,5,1,0,No,1,0,1
5/14/20,297250,SFH,60002,3005,10,2,1,No,5,0,3
7/28/20,420250,SFH,60053,1702,8,2,1,Yes,4,0,2
6/26/19,1628468.75,SFH,60091,3895,14,5,1,Yes,5,1,2
10/23/20,557600,SFH,60062,2347,8,3,0,Yes,2,1,2
1/31/20,142475,Townhouse,60002,1280,5,1,1,No,2,0,2
4/23/19,198568.125,SFH,60002,1184,6,2,1,Yes,3,0,2
8/23/19,414996.875,SFH,60062,2560,9,2,1,No,4,0,3
6/1/20,204897.5,SFH,60002,1049,5,1,0,No,2,0,2
8/15/19,493793.75,Townhouse,60062,2465,9,3,1,Yes,3,1,2
5/7/19,604109.375,SFH,60062,2300,10,2,1,Yes,4,0,2.5
4/20/17,201997.759,Condo,60077,1700,6,2,0,No,3,0,0
5/30/19,908790.625,SFH,60091,2700,10,3,1,Yes,3,1,2
10/2/20,1151075,SFH,60025,4100,13,6,0,Yes,5,1,2
4/30/19,274213.125,SFH,60002,2867,11,2,1,No,4,0,2
10/22/18,457678.5156,SFH,60077,3300,10,2,1,No,5,0,2
6/26/19,286820.625,SFH,60002,2088,7,3,0,Yes,3,0,2
3/19/20,682547.5,SFH,60202,2400,9,2,0,No,4,0,2.5
12/15/17,268888.8202,SFH,60076,1200,6,2,0,Yes,2,0,1
4/11/19,971828.125,SFH,60091,3341,9,3,1,Yes,3,0,1
5/18/20,328000,Townhouse,60025,2040,7,2,1,No,3,0,1.5
8/6/19,677653.125,SFH,60091,2800,10,2,1,No,5,0,2
10/23/20,768750,SFH,60091,2295,11,2,1,No,5,0,2
6/18/19,530565.625,SFH,60062,2601,8,2,1,No,4,0,2
6/18/19,357212.5,Condo,60025,1360,5,2,0,No,2,0,1
7/31/17,220652.1968,Townhouse,60076,1200,6,1,1,No,2,0,0
11/20/20,533000,SFH,60062,3062,8,2,1,No,4,0,2
10/23/19,1208218.75,SFH,60062,5603,10,4,1,Yes,4,1,2
3/31/20,169125,Condo,60077,1650,5,2,0,No,2,0,1
6/1/17,700921.1855,SFH,60062,2713,11,3,1,Yes,5,0,2.5
7/1/19,411845,Condo,60201,1268,5,2,0,No,2,0,2
9/19/19,204871.875,Townhouse,60002,1599,7,2,1,No,3,0,2
12/12/19,596755,SFH,60062,2500,9,2,1,No,3,0,2
10/31/18,942279.2969,SFH,60062,4057,12,4,1,Yes,4,1,3
3/18/20,1142875,SFH,60062,4100,13,4,1,Yes,4,1,3
10/22/20,308525,SFH,60201,1080,7,2,0,No,3,0,2
5/6/19,280516.875,Condo,60201,1600,6,2,1,No,3,0,0
12/14/17,585020.832,SFH,60076,4029,10,3,1,No,4,0,2.1
9/27/19,266333.4375,Condo,60062,1810,5,2,0,No,2,0,2
7/21/17,375296.3828,SFH,60076,1284,6,1,1,No,3,0,2
8/15/19,694463.125,Townhouse,60025,3400,9,4,1,Yes,4,0,2
10/30/19,317814.0625,Condo,60201,1164,5,2,0,No,2,0,1
7/15/20,438187.5,SFH,60203,2384,8,2,1,No,4,0,1
6/30/17,496715.8008,SFH,60062,2038,9,3,0,Yes,5,0,2
4/11/19,282618.125,Condo,60062,1800,5,2,0,No,2,0,1
5/21/19,362465.625,SFH,60076,1487,8,2,0,No,4,0,1
8/16/19,430756.25,Townhouse,60025,2290,7,2,1,No,3,0,2
1/31/20,650875,SFH,60091,2795,8,2,1,No,3,0,2
3/12/20,261375,SFH,60077,1600,8,2,0,Yes,4,0,0
12/11/20,295200,Townhouse,60062,1600,6,2,0,No,2,0,1
5/16/17,294718.0418,SFH,60076,1065,5,1,0,No,2,0,2
11/20/20,209100,Condo,60025,1500,6,2,0,No,3,0,1
9/15/17,642971.0088,SFH,60062,2375,10,2,0,No,4,0,2
3/25/19,276303.8687,SFH,60002,2825,10,2,1,No,4,0,2
7/18/17,168883.3723,Condo,60077,1586,6,2,0,No,3,0,1
2/26/20,538125,SFH,60091,2660,9,3,1,No,4,0,2
3/1/18,269222.6562,Condo,60077,1435,6,2,0,No,2,0,2
6/16/20,369000,SFH,60053,2436,8,2,0,No,4,0,1
6/22/20,197825,Condo,60077,850,4,1,0,No,1,0,1
5/15/20,743125,SFH,60201,2400,8,3,0,No,4,0,2
8/28/19,234026.7187,SFH,60201,2067,8,2,1,No,4,0,2
8/2/17,789226.2168,SFH,60062,3767,13,3,1,Yes,4,1,2
5/28/20,656000,SFH,60201,2838,10,2,1,No,6,0,2.5
3/20/18,193840.3125,Condo,60077,1700,5,2,0,No,2,0,1
10/29/19,236915.9375,SFH,60062,1140,6,1,0,No,3,0,1
5/15/17,673325.8633,SFH,60062,2773,9,2,2,Yes,4,0,2
3/15/19,246896.875,Condo,60062,1614,5,2,0,No,2,0,1
2/20/20,216275,Condo,60202,1620,6,2,0,No,3,0,1
12/18/18,213224.3437,Condo,60077,1900,6,2,0,No,3,0,1
8/28/20,306475,SFH,60077,1450,7,2,0,Yes,3,0,2.5
6/20/19,304681.25,SFH,60053,1092,7,2,0,Yes,3,0,2
9/8/17,342181.9961,SFH,60062,1769,8,2,0,No,3,0,2
2/4/19,759601.875,SFH,60053,3625,12,5,0,Yes,5,1,2
6/25/19,1348973.082,SFH,60062,4050,11,5,1,Yes,5,1,3
2/14/18,1394573.359,SFH,60062,4050,11,5,1,Yes,5,0,3
6/25/19,341453.125,Condo,60062,2425,6,2,1,No,2,0,1
2/24/20,625250,SFH,60025,3744,12,3,1,No,4,0,2.5
4/23/19,246896.875,Condo,60077,1600,5,2,0,No,2,0,2
3/13/20,166562.5,Condo,60062,1250,5,2,0,No,2,0,1
5/24/19,460909.1875,Condo,60026,2400,8,2,1,No,3,0,2
8/15/19,359313.75,SFH,60076,2290,10,2,1,Yes,5,0,2
1/21/20,420250,SFH,60053,2400,8,3,0,Yes,3,0,2
11/1/19,800576.25,SFH,60201,3064,9,3,1,Yes,4,0,2
12/17/20,1291500,SFH,60062,8088,13,4,2,Yes,5,0,3
9/29/20,167587.5,Condo,60025,1200,5,2,0,No,2,0,1
5/17/17,188752.0043,Condo,60076,1725,5,2,0,No,2,0,2
8/19/19,346706.25,SFH,60025,1320,7,1,1,No,3,0,2
2/8/19,341453.125,SFH,60053,1618,9,3,0,Yes,4,0,2
6/23/17,231800.707,Townhouse,60076,1300,6,1,1,No,3,0,0
1/27/20,174147.5,SFH,60002,1630,9,3,0,Yes,3,0,2
7/20/20,402312.5,SFH,60025,1520,8,2,0,No,3,0,1
11/6/18,335989.875,Townhouse,60077,2200,7,2,1,No,2,0,2
6/8/18,387680.625,SFH,60076,1650,9,2,0,No,5,0,2
8/7/19,446515.625,SFH,60201,1476,7,2,0,No,3,0,2
9/21/18,562675.3516,SFH,60062,2374,10,2,1,No,4,0,2.5
12/27/19,1334293.75,SFH,60091,5650,13,5,0,Yes,5,1,2
7/19/19,966575,SFH,60025,4331,11,3,2,Yes,4,0,2
10/12/17,264915.0937,SFH,60076,1138,5,1,0,No,3,0,2.1
1/25/19,152340.625,Condo,60077,923,5,1,1,No,2,0,0
8/22/17,397372.6406,SFH,60062,1114,7,2,0,Yes,3,0,0
1/31/19,302580,Townhouse,60062,1796,7,2,1,No,3,0,2
5/22/20,312625,SFH,60053,1520,6,2,0,No,3,0,1
11/14/17,463601.4141,SFH,60076,2142,9,2,2,Yes,4,0,2
1/8/20,649944.3,Duplex,60062,1807,6,2,1,No,2,0,2
9/29/20,353625,SFH,60053,1312,10,2,1,Yes,3,1,2
9/9/20,350960,SFH,60076,992,7,2,0,No,4,0,2
10/18/19,346180.9375,SFH,60025,1400,7,2,0,No,3,0,2
2/21/20,286897.5,SFH,60076,1350,6,2,0,Yes,3,0,0
7/9/20,335175,Condo,60077,1500,5,2,0,No,2,0,2
1/9/20,155800,Condo,60025,1306,5,2,0,No,2,0,1
7/24/19,1150434.375,SFH,60201,3500,11,2,1,No,4,0,2
12/3/20,248050,SFH,60201,1096,8,2,0,Yes,3,0,0
7/15/20,471500,Townhouse,60062,2920,7,2,1,No,4,0,2
7/30/18,404910.875,SFH,60076,2036,7,2,1,No,3,0,0
12/16/20,499687.5,SFH,60062,1977,8,2,0,No,2,0,2
6/20/19,367718.75,SFH,60053,1600,8,2,0,No,3,0,2
1/7/19,577843.75,SFH,60202,2320,9,3,0,No,4,0,2
6/13/19,393984.375,SFH,60626,1500,7,2,1,No,3,0,2
7/10/20,435625,Townhouse,60201,1900,7,2,1,No,3,0,2
8/25/20,140425,Condo,60076,900,4,1,0,No,2,0,0
5/21/20,282387.5,SFH,60002,2855,9,2,1,No,4,0,2
3/27/19,252150,SFH,60002,3150,10,2,1,No,5,0,2
8/19/20,364387.5,SFH,60077,2300,9,2,0,Yes,2,2,2.5
4/26/17,207516.8234,SFH,60076,993,5,1,0,No,2,0,2
5/29/18,242300.3906,Condo,60077,1600,6,2,0,No,2,0,1
2/25/19,325693.75,Condo,60062,2279,6,2,1,No,3,0,1
3/2/20,328000,SFH,60091,1593,7,2,1,Yes,3,0,0
4/30/20,187062.5,Condo,60202,798,4,1,0,No,1,0,1
9/30/20,553500,SFH,60053,3150,8,2,1,No,4,0,2
3/17/17,838897.7969,SFH,60076,3455,12,3,1,No,5,0,2
8/10/20,650875,SFH,60201,1900,8,2,2,Yes,3,0,1
11/4/20,561187.5,SFH,60091,2620,11,2,1,No,4,0,2
4/29/19,567337.5,SFH,60201,2188,9,2,1,No,4,0,1
7/24/20,369000,SFH,60062,1100,7,2,0,Yes,3,0,1
4/29/20,338250,SFH,60053,1500,8,2,1,Yes,4,0,2
11/23/20,1727125,SFH,60062,5506,14,5,1,Yes,4,2,3
1/16/20,353625,SFH,60053,2105,8,2,1,Yes,3,0,2.5
3/25/19,709171.875,SFH,60062,3018,10,2,1,No,4,0,2
9/20/19,502198.75,Townhouse,60202,2205,7,2,1,No,3,0,2
10/26/20,266500,Condo,60202,1240,7,1,0,No,3,0,0
7/17/20,322875,SFH,60077,2300,8,2,0,Yes,5,0,2
12/14/20,348500,SFH,60202,1800,7,2,0,No,3,0,2
6/26/19,754348.75,Townhouse,60202,4032,10,3,1,No,4,0,2
2/28/20,527875,SFH,60025,1930,7,2,1,Yes,3,0,1
7/14/17,449803.7529,SFH,60062,1128,7,2,0,Yes,3,0,1
12/10/20,309550,SFH,60053,1413,8,1,2,Yes,3,0,2
10/25/19,258453.75,SFH,60077,997,6,1,0,No,3,0,2
7/2/19,509553.125,SFH,60203,2006,8,2,1,No,3,0,1
9/2/20,240055,Condo,60201,900,4,1,0,No,1,0,1
8/24/20,268037.5,Condo,60091,1330,5,2,0,No,2,0,2
7/12/19,301529.375,SFH,60076,1395,8,2,0,No,4,0,2
12/9/19,388731.25,SFH,60002,3317,15,4,1,Yes,6,0,3
4/30/19,207498.4375,SFH,60002,1336,7,2,0,No,3,0,4
11/21/19,274329.7444,SFH,60076,1400,6,1,1,No,3,0,2
5/15/20,743125,SFH,60025,3420,10,2,1,No,4,0,2.1
10/15/18,418910.4531,SFH,60062,1774,7,2,0,No,2,0,2
5/10/19,604109.375,Townhouse,60025,2271,8,2,1,No,3,0,2
5/13/19,474882.5,SFH,60026,1405,7,2,0,No,3,0,2
5/15/17,380815.4473,SFH,60076,1700,10,2,0,No,4,1,0
12/10/20,640625,SFH,60026,2006,10,2,1,No,3,0,2
12/11/17,168883.3723,SFH,60076,1200,6,1,0,No,2,0,0
6/5/17,585020.832,SFH,60062,2370,8,2,1,Yes,2,0,2
7/4/17,275953.2227,SFH,60062,1252,5,1,0,No,3,0,2
2/21/19,446515.625,SFH,60062,2088,10,2,1,No,4,0,2
8/23/19,545274.375,SFH,60062,2959,12,2,1,No,5,0,2
7/26/17,645730.541,SFH,60062,3080,9,2,1,No,4,0,2
5/10/19,330946.875,Townhouse,60062,1629,7,2,0,No,2,0,2
4/12/19,924550,SFH,60062,3391,9,3,1,No,5,0,3
4/30/20,650875,Townhouse,60026,2230,8,2,1,No,3,0,2
3/15/19,380326.25,SFH,60076,1738,9,2,1,Yes,3,0,2.5
10/23/19,478034.375,SFH,60062,2246,8,2,1,No,3,0,2
8/31/17,767149.959,SFH,60062,4800,12,4,1,No,5,0,2
6/1/20,410000,Townhouse,60202,2200,6,2,0,No,2,0,2
10/17/19,1478720.017,SFH,60062,3021,10,2,1,No,3,0,2
6/20/18,677364.2031,SFH,60062,2520,9,2,1,No,4,0,2
5/30/19,438635.9375,SFH,60002,4375,13,3,1,Yes,4,0,3
8/29/19,1155687.5,SFH,60076,4994,13,5,2,Yes,7,0,3
5/21/19,262656.25,SFH,60002,2491,10,2,1,No,3,1,2
11/2/20,338250,SFH,60202,1219,8,2,0,Yes,3,0,0
8/1/19,222732.5,Condo,60202,1150,6,2,0,No,3,0,0
7/13/20,281875,SFH,60053,1467,7,2,0,Yes,3,0,2
9/30/20,231650,SFH,60201,1750,8,2,1,Yes,4,0,0
8/1/19,264757.5,SFH,60002,2593,9,2,1,No,4,0,2
3/3/17,663557.1192,SFH,60062,3000,10,3,1,Yes,4,1,2
9/24/19,1013853.125,SFH,60025,5002,14,4,1,Yes,4,1,2.5
3/15/19,299428.125,SFH,60025,1658,8,2,0,No,3,0,1
11/20/20,404875,SFH,60201,1288,7,3,0,Yes,3,0,2
5/9/19,1024359.375,SFH,60026,4488,13,4,0,Yes,5,0,2
9/20/19,488015.3125,Townhouse,60062,2081,6,2,1,No,3,0,2
12/15/17,618135.2187,SFH,60062,3005,11,3,1,Yes,4,0,2
7/31/19,258979.0625,Condo,60201,930,4,1,0,No,1,0,1
4/9/20,374125,SFH,60002,2725,8,3,1,No,4,0,3
6/24/20,1163375,SFH,60202,3737,10,2,1,No,4,0,2
8/18/20,281875,Townhouse,60025,2229,7,2,1,No,3,0,0
5/29/19,273162.5,SFH,60076,1434,7,2,0,No,3,0,1
6/26/18,446909.6094,SFH,60062,2200,9,2,0,Yes,3,0,3
5/15/17,299133.2934,Condo,60077,1777,5,2,0,No,2,0,3
11/26/19,93505.625,Condo,60202,750,4,1,0,No,1,0,0
5/27/20,276750,SFH,60002,3544,9,2,1,No,4,0,3
8/8/19,1470875,SFH,60091,4980,12,5,0,Yes,5,1,2
9/25/19,709171.875,SFH,60026,3160,10,4,1,No,4,0,2.5
7/8/19,525312.5,SFH,60053,3000,8,2,1,No,4,0,2
5/31/18,415087.4914,SFH,60062,1854,8,2,0,No,3,0,2.5
9/1/20,399750,SFH,60002,2220,10,3,1,Yes,3,1,2.5
10/2/19,211175.625,Condo,60077,1500,5,2,0,No,2,0,1
9/10/19,281357.375,SFH,60077,1150,6,1,1,No,3,0,2
6/23/20,1701500,SFH,60091,4101,15,4,1,Yes,4,2,2
6/30/20,267525,SFH,60025,1430,8,2,0,Yes,3,0,2
8/28/19,1034865.625,SFH,60201,4209,13,3,1,No,6,0,2
7/18/17,134665.1727,Condo,60077,900,5,1,0,No,1,0,1
10/18/19,273162.5,Condo,60062,1800,4,2,1,No,2,0,1
11/23/20,538125,SFH,60062,2800,9,2,1,No,4,0,2
9/12/19,252150,SFH,60002,1518,8,3,0,Yes,3,0,3
6/14/18,387680.625,SFH,60062,1895,10,2,1,No,4,0,2
9/29/17,309067.6094,SFH,60076,1360,8,2,1,Yes,3,1,2
6/9/20,213200,Condo,60077,1500,5,2,0,No,2,0,1
6/13/17,540868.3164,SFH,60076,2638,10,3,0,No,5,0,1.5
1/27/20,398725,Townhouse,60062,2698,10,3,1,Yes,3,1,2
10/7/19,170726.5625,Condo,60062,1100,5,1,1,No,2,0,0
7/19/19,793221.875,SFH,60062,3250,11,3,1,Yes,4,0,2
7/18/19,243745,SFH,60077,1062,6,1,1,Yes,3,0,2
10/23/19,325693.75,SFH,60077,1300,7,2,1,Yes,3,0,2
5/27/20,266500,SFH,60053,1286,6,1,0,No,2,0,1.5
9/18/20,271625,Condo,60202,1200,5,1,1,No,2,0,0
9/12/19,231137.5,Condo,60202,1100,5,1,0,No,2,0,1
9/22/20,353625,Condo,60062,1672,5,2,0,No,2,0,2
7/31/20,820000,SFH,60062,4030,14,4,1,Yes,5,0,2
5/8/19,530565.625,SFH,60091,2905,9,3,0,Yes,4,0,2
12/18/20,302375,SFH,60002,1760,6,2,0,No,3,0,2
6/25/19,294700.3125,SFH,60053,1423,7,1,0,No,3,0,1
6/15/17,187648.1914,Townhouse,60076,1040,5,1,1,No,2,0,0
5/8/20,287000,SFH,60002,3188,11,3,1,Yes,4,1,3
12/19/19,649286.25,SFH,60076,2930,11,4,0,Yes,4,0,2
6/12/20,51251.025,SFH,60002,1120,5,1,0,No,2,0,0
3/6/18,269222.6562,SFH,60077,1184,7,1,1,No,3,0,2
8/7/20,815518.7,SFH,60025,3236,8,3,0,No,3,0,2
7/30/20,317750,SFH,60202,1000,6,1,0,No,3,0,2
12/21/20,464325,Townhouse,60201,1988,7,2,1,No,4,0,2
4/6/18,624596.5625,SFH,60062,2828,11,2,1,No,4,0,2
2/4/19,278415.625,SFH,60002,2214,11,2,2,Yes,4,0,2.5
6/10/19,872018.75,SFH,60062,3485,10,4,1,Yes,4,0,3
4/15/19,170726.5625,Condo,60201,1023,5,1,0,No,2,0,0
8/18/20,989125,SFH,60201,2941,10,3,1,No,4,0,2
12/1/20,497125,Townhouse,60025,2500,9,2,1,No,3,0,2
7/14/20,228575,Townhouse,60076,1148,5,1,1,No,3,0,0
8/26/19,367718.75,SFH,60076,1421,8,2,1,Yes,3,1,1
