ClosedDate,SoldPr,Type,Zip,Area,Rooms,FullBaths,HalfBaths,BsmtBth,Beds,BsmtBeds,GarageSpaces
4/24/20,259325,SFH,60076,1400,5,1,0,No,2,0,1.5
7/10/20,231547.5,SFH,60002,1240,6,2,0,No,3,0,2.5
9/12/18,635365.4687,SFH,60062,2898,12,2,2,Yes,4,0,2
4/2/19,472781.25,Duplex,60062,2790,8,2,1,No,3,0,2
7/30/19,661893.75,Condo,60201,1489,6,2,0,No,3,0,2
3/8/19,189112.5,SFH,60002,2359,6,2,0,No,3,0,2
9/30/20,502250,SFH,60076,2775,9,2,1,No,3,1,2
12/2/19,250836.7187,SFH,60002,2554,9,2,1,No,4,0,4
9/2/20,507375,SFH,60062,3230,9,3,1,No,4,0,2
8/12/19,171251.875,SFH,60002,1748,8,2,0,No,4,0,1
4/27/20,1101875,SFH,60025,6157,12,5,1,Yes,5,1,3
6/10/20,307500,Townhouse,60062,1600,7,2,1,No,3,0,2
4/3/20,179887.5,Condo,60091,950,4,1,0,No,1,0,1
5/31/17,342181.9961,SFH,60076,1928,9,2,0,No,4,0,2
4/18/19,299428.125,Condo,60202,1350,7,1,0,No,2,0,1
1/3/20,187062.5,Condo,60202,1300,5,2,0,No,2,0,1
10/27/20,1588750,SFH,60025,4251,15,5,1,Yes,4,1,3
9/23/20,253687.5,SFH,60002,1985,7,2,1,No,3,0,3
7/17/20,486875,Townhouse,60202,2741,7,2,1,No,3,0,2
11/18/20,581687.5,SFH,60202,1815,8,2,1,No,4,0,2.5
2/26/20,511475,SFH,60025,2691,8,4,0,Yes,4,0,2.5
7/1/20,1230000,SFH,60062,4870,13,3,3,Yes,4,0,3
12/23/20,270600,SFH,60053,1051,7,2,0,Yes,3,0,2
9/11/19,378225,SFH,60091,1278,7,2,0,Yes,3,0,0
11/21/19,409743.75,SFH,60062,1482,10,3,0,Yes,3,1,2.5
11/5/20,381812.5,SFH,60076,2000,7,2,1,Yes,3,0,2
6/13/19,828943.125,Duplex,60062,3688,9,2,1,No,3,0,2
7/14/17,224074.0168,Condo,60077,1323,6,2,0,No,3,0,0
8/14/17,551796.064,SFH,60062,2551,9,2,1,No,4,0,1
4/7/17,143495.6758,Condo,60076,1200,5,2,0,No,2,0,0
8/10/20,438187.5,SFH,60091,1448,7,2,0,No,3,0,2
10/30/20,1122375,SFH,60025,6000,13,5,1,Yes,5,1,2
10/25/19,222732.5,SFH,60002,1834,7,2,0,No,3,0,2
6/28/18,231531.4844,Condo,60076,1720,5,2,0,No,2,0,2
9/30/20,615000,SFH,60062,2620,10,2,1,No,4,0,2
3/18/19,252150,Condo,60077,1430,5,2,0,No,2,0,1
11/16/20,302375,Condo,60053,1646,7,2,1,No,3,0,2
9/29/17,261603.6551,Condo,60077,1124,5,2,0,No,2,0,1
6/22/20,584250,SFH,60201,1771,8,1,1,No,3,0,1
9/4/20,1306875,SFH,60025,3690,10,4,1,Yes,4,1,2
10/10/20,379250,Townhouse,60026,2294,7,2,1,No,3,0,2
6/27/19,773620.3644,SFH,60025,2530,8,3,0,No,3,0,2
11/27/19,554204.6875,SFH,60025,2392,9,2,1,No,4,0,2
10/30/19,383478.125,Townhouse,60062,1700,6,2,1,No,3,0,2
10/3/19,213171.8125,Condo,60077,1300,6,2,0,No,3,0,0
6/23/17,402891.7051,SFH,60076,1370,8,2,0,Yes,4,0,0
10/6/20,502250,Townhouse,60025,2450,8,3,1,Yes,3,0,2
7/17/20,297250,SFH,60062,1371,8,1,1,No,4,0,3
1/17/20,170150,Condo,60202,1050,5,1,0,No,2,0,0
8/17/20,307500,SFH,60053,1874,5,2,0,No,2,0,0
12/23/19,126075,Condo,60025,900,4,1,0,No,1,0,1
11/1/19,189112.5,SFH,60002,2102,9,2,0,Yes,5,0,1.5
3/9/20,318262.5,SFH,60053,1227,8,2,0,No,3,0,2.1
11/3/20,1066000,SFH,60202,3200,12,4,0,Yes,4,0,2
6/22/20,227037.5,SFH,60002,2350,5,2,0,No,3,0,2
2/15/19,469629.375,SFH,60076,1526,8,3,0,Yes,3,0,2
7/24/17,385230.6988,SFH,60076,1302,7,2,0,Yes,3,0,0
3/27/19,409743.75,SFH,60053,1650,8,3,0,Yes,4,0,1
11/15/17,306970.3649,SFH,60076,1242,8,2,0,No,3,0,2
5/15/19,808981.25,SFH,60025,3560,11,2,1,No,4,1,2
4/29/19,1073738.75,SFH,60091,3572,9,3,1,Yes,4,0,2
11/4/19,367718.75,Condo,60077,1700,6,2,0,No,3,0,2
10/16/19,336200,SFH,60053,1573,9,3,0,Yes,5,0,2
2/11/20,461250,SFH,60076,2685,10,3,1,No,4,0,2
4/10/19,659267.1875,Condo,60201,1602,6,2,0,No,3,0,2
9/21/20,162975,Townhouse,60002,2400,7,3,0,Yes,3,0,2
8/7/18,449601.8359,SFH,60076,2157,9,1,1,No,5,0,1
12/21/20,393600,SFH,60076,1127,9,2,0,Yes,3,0,2
4/9/20,273675,Townhouse,60201,1400,7,1,1,No,3,0,0
3/25/20,405387.5,SFH,60076,2400,8,2,0,No,3,0,1
5/24/19,593603.125,SFH,60091,2445,10,2,1,Yes,5,0,2
3/6/20,147600,Condo,60053,1000,4,1,0,No,1,0,1
5/23/19,193840.3125,Condo,60202,1500,5,1,0,No,2,0,0
4/27/20,596550,Townhouse,60062,2664,9,2,1,No,3,0,2
8/28/19,423401.875,SFH,60076,2150,9,2,0,Yes,4,0,1.5
11/8/19,250584.5687,SFH,60076,1139,6,1,0,No,3,0,0
11/2/20,343375,Condo,60062,1672,6,2,0,No,2,0,2
8/28/20,461250,SFH,60202,1496,7,2,0,Yes,2,0,1
11/7/19,143935.625,Townhouse,60002,1280,8,1,1,No,2,0,2
8/4/17,396268.8277,SFH,60076,1466,8,1,1,No,3,0,2
3/14/19,446515.625,Townhouse,60062,2040,9,2,1,No,3,0,2
12/5/18,274607.1094,SFH,60076,2130,8,2,0,No,5,0,2
8/4/20,1327375,SFH,60091,3944,12,4,1,Yes,4,1,2
5/16/17,195926.7881,Condo,60076,1750,6,2,0,No,3,0,0
4/15/19,283668.75,SFH,60203,1400,7,2,1,Yes,3,0,0
8/3/20,1537500,SFH,60025,6000,10,4,2,Yes,5,1,3
7/20/20,158875,SFH,60002,2177,7,2,0,No,3,0,3
7/1/20,1567225,SFH,60091,4950,15,5,1,Yes,5,1,2
5/27/20,225397.5,SFH,60002,1700,7,1,2,Yes,3,0,3.5
8/9/19,216428.75,Townhouse,60077,1070,5,1,1,No,2,0,0
8/3/18,549214.2187,SFH,60062,2654,9,2,1,No,4,0,2.5
12/7/20,604750,SFH,60076,3229,11,3,1,Yes,4,1,2
7/13/18,2073014.453,SFH,60062,9748,16,8,2,Yes,6,0,4
4/5/18,296144.9219,SFH,60077,1025,7,2,0,Yes,3,0,2
9/17/18,268145.7656,Townhouse,60077,1714,7,2,1,No,3,0,2
4/15/19,372971.875,Townhouse,60025,1600,7,2,0,No,3,0,2
6/30/20,527875,SFH,60202,1600,10,1,1,Yes,3,0,1
9/27/18,1421495.625,SFH,60062,4420,13,5,1,Yes,5,1,2
1/8/20,185525,Condo,60091,950,4,1,0,No,1,0,1
11/9/20,1163375,SFH,60062,4711,14,4,1,Yes,4,1,3
10/30/20,218325,Townhouse,60076,1069,6,1,1,No,2,0,0
6/29/20,408975,SFH,60025,1532,8,2,0,Yes,3,0,2
1/23/20,305450,SFH,60076,1413,7,2,0,No,3,0,1
2/13/20,123000,SFH,60002,1302,5,2,0,No,3,0,3
3/14/17,461393.7883,SFH,60077,2400,8,2,1,No,3,0,2
9/24/20,481750,SFH,60076,3500,9,3,0,Yes,4,0,2.5
8/23/19,336200,SFH,60025,1760,8,3,0,Yes,4,0,2
8/30/19,506401.25,SFH,60202,1658,8,1,2,Yes,3,0,2
5/4/18,398449.5312,SFH,60062,1900,6,2,0,No,3,0,2
12/15/20,519675,Townhouse,60062,2560,6,2,1,No,3,0,2
11/10/20,348500,SFH,60077,1800,10,2,1,Yes,3,2,2
9/27/19,336200,SFH,60077,1288,8,2,0,No,3,0,1.5
5/31/19,1190358.125,SFH,60091,5981,13,4,2,Yes,6,0,2
4/6/20,343375,SFH,60077,1980,7,2,0,No,3,0,2
2/22/19,430756.25,Townhouse,60025,2450,7,2,1,No,3,0,2
11/14/18,888434.7656,SFH,60062,3043,8,2,1,No,3,0,2
8/31/17,333351.493,SFH,60076,1515,7,2,0,Yes,3,0,1
6/21/19,267909.375,Condo,60053,1540,5,2,0,No,2,0,1
9/23/20,233700,Townhouse,60025,1512,6,2,1,No,3,0,0
10/20/20,360800,SFH,60076,1800,6,2,0,No,3,0,2
6/20/19,535818.75,Townhouse,60201,2100,5,2,1,No,2,0,1
12/14/18,134611.3281,Condo,60077,800,5,1,0,No,2,0,0
9/28/17,579501.7676,SFH,60062,1695,8,1,1,No,3,0,1
12/4/20,137350,Condo,60002,1186,7,1,1,No,2,0,1
8/6/20,632937.5,SFH,60025,4177,11,2,1,No,3,0,2.5
12/30/19,383478.125,SFH,60062,2063,8,2,0,No,3,0,2.5
9/8/20,251125,Townhouse,60025,1400,6,1,1,No,2,0,0
11/25/19,354060.625,SFH,60076,1915,8,2,1,Yes,3,0,2.5
5/15/20,584250,SFH,60062,3481,9,3,1,No,5,0,2
4/27/18,382296.1719,SFH,60077,1752,7,2,0,Yes,3,0,0
10/30/20,1178750,SFH,60025,5500,14,4,1,No,6,0,3
9/28/20,220375,Condo,60202,1000,4,1,0,No,1,0,1
5/15/19,288921.875,Condo,60077,1500,5,2,0,No,2,0,1
10/16/20,458175,SFH,60091,1800,9,3,0,Yes,5,0,0
12/2/19,314136.875,Duplex,60062,2300,8,3,0,Yes,2,1,2
6/22/20,599625,Condo,60201,1459,6,2,0,No,2,0,1
5/19/17,298029.4805,SFH,60076,1373,7,2,0,Yes,3,0,2
12/1/20,1127500,SFH,60062,4590,13,5,0,Yes,5,1,3
7/3/18,726901.1719,SFH,60062,2480,7,2,1,No,3,0,2
2/21/20,768750,SFH,60201,5465,13,4,1,No,6,0,3
10/30/20,281875,Condo,60202,1772,6,2,0,No,3,0,1
5/15/19,420250,SFH,60062,1494,8,2,0,No,3,0,1
4/25/17,131976.2845,Condo,60077,1200,5,2,0,No,2,0,0
8/31/20,174250,Condo,60025,1254,5,1,1,No,2,0,1
5/8/20,896875,SFH,60025,3310,10,3,1,Yes,4,0,2.5
8/21/19,346706.25,Townhouse,60053,1880,5,2,1,No,2,0,2
5/15/20,440750,SFH,60053,2000,8,2,1,Yes,3,0,2
11/30/20,781562.5,SFH,60091,2202,9,2,0,No,3,0,1
10/30/20,344912.5,SFH,60077,1257,7,2,0,Yes,3,0,2
12/29/17,264915.0937,Condo,60077,1500,5,2,0,No,2,0,1
2/28/20,312522.5,Condo,60062,1500,5,2,0,No,2,0,1
5/8/19,262656.25,SFH,60002,3053,10,3,1,Yes,3,1,2.5
12/22/17,309067.6094,SFH,60062,1080,8,2,0,Yes,2,2,1
12/23/19,509553.125,SFH,60026,2453,9,3,1,Yes,4,0,3
11/20/20,263425,SFH,60002,3000,11,2,1,No,4,0,2
10/11/19,288921.875,Condo,60062,2272,7,2,0,No,2,0,1
7/29/20,239850,SFH,60025,1287,6,1,1,No,3,0,1
1/21/19,480135.625,Townhouse,60025,1930,8,2,1,No,3,0,2
3/17/20,214225,Townhouse,60091,1634,6,2,0,No,3,0,0
8/16/19,449142.1875,SFH,60025,2030,7,2,0,No,3,0,2
6/27/17,1134870.874,SFH,60062,3409,15,4,2,Yes,4,1,2
6/16/17,698161.6533,SFH,60062,2802,10,2,1,No,4,0,2
8/1/19,1155687.5,SFH,60062,3842,10,4,1,No,4,0,3
9/16/19,556831.25,SFH,60062,2700,7,2,1,No,3,0,2
8/23/19,146982.4375,SFH,60002,1080,4,1,0,No,2,0,2
9/1/20,576050,SFH,60202,2400,10,3,0,Yes,4,1,2
7/15/20,507375,SFH,60025,3000,11,3,0,No,5,0,2
8/7/18,452778.6633,SFH,60062,1663,8,2,0,Yes,3,1,2
2/13/20,534025,SFH,60053,2375,9,2,2,Yes,4,0,2
1/11/19,499046.875,SFH,60077,3082,11,4,0,Yes,5,0,3
5/15/20,671375,SFH,60201,1707,9,3,1,Yes,3,0,1.5
7/26/19,1155687.5,SFH,60025,4763,11,5,0,Yes,4,1,2
5/21/18,338143.6562,SFH,60076,1300,7,2,0,Yes,3,0,1
12/11/20,428962.5,SFH,60201,1300,7,1,1,Yes,3,0,1.5
6/7/17,151222.366,Condo,60077,1000,4,1,0,No,1,0,1
8/7/20,1280225,SFH,60025,3744,12,4,1,Yes,4,1,2
5/19/20,143340.1,SFH,60002,961,5,1,0,No,3,0,2
3/20/20,494562.5,SFH,60076,2061,8,2,1,Yes,4,0,1
5/13/19,141834.375,SFH,60077,1192,5,1,0,No,2,0,1
6/7/19,313086.25,Townhouse,60062,1450,5,2,1,No,2,0,2.5
7/31/20,271625,SFH,60025,1310,7,2,0,No,3,0,1
9/15/20,317750,SFH,60062,1110,6,1,0,No,3,0,1
7/19/19,642982.5,SFH,60202,2470,9,2,0,No,4,0,2
3/5/19,330841.8125,SFH,60201,1615,7,2,0,No,3,0,2.5
11/10/17,579501.7676,SFH,60062,2534,8,2,1,No,4,0,2
7/12/19,330946.875,SFH,60002,1850,8,2,0,Yes,2,1,2
5/13/19,330946.875,Condo,60053,1899,5,2,1,No,2,0,1
9/21/20,233700,SFH,60002,2274,9,2,1,No,4,0,2
9/25/20,250100,Townhouse,60202,1300,7,1,1,No,3,0,0
5/14/19,381376.875,SFH,60053,3039,11,3,0,Yes,5,0,0
8/14/20,243437.5,Condo,60062,2350,6,2,1,No,2,0,1
8/29/19,630375,Duplex,60062,2679,7,3,1,Yes,3,0,2
11/17/20,249075,Condo,60025,1295,5,2,0,No,2,0,2
2/3/20,353625,SFH,60076,2450,9,2,1,Yes,5,0,1
8/1/18,479216.3281,SFH,60062,2400,8,2,0,No,2,0,2
9/24/19,283563.6875,SFH,60202,955,6,2,0,Yes,3,0,2
7/27/20,211150,SFH,60002,2034,8,2,1,No,3,0,2
11/15/17,965836.2793,SFH,60062,3769,14,5,0,Yes,4,2,3
8/3/20,220375,SFH,60002,1988,6,2,0,No,3,0,2.5
9/7/18,277837.7812,SFH,60076,2140,8,2,0,Yes,2,0,2
1/4/19,630375,SFH,60062,3143,9,2,1,No,4,0,1
6/6/17,705888.3436,SFH,60062,3443,12,3,2,Yes,5,0,2
9/29/17,397372.6406,SFH,60076,2116,7,2,0,Yes,3,0,2
9/1/20,271625,Townhouse,60201,1328,7,1,1,No,3,0,0
4/28/17,463601.4141,Condo,60077,2765,7,2,1,No,3,0,2
8/14/20,2624000,SFH,60025,10788,15,7,1,Yes,5,1,3
10/29/18,589597.6172,SFH,60062,2695,8,2,1,No,4,0,4
4/11/19,446515.625,SFH,60025,1730,9,2,0,Yes,3,0,2
7/3/19,396085.625,SFH,60053,1449,8,2,0,Yes,3,0,2
10/12/17,509961.5555,SFH,60076,2600,10,3,1,Yes,4,0,4
5/18/18,220762.5781,Condo,60077,1528,5,1,0,No,2,0,1
9/29/20,296225,SFH,60076,1212,8,2,0,Yes,3,0,2
4/9/20,387860,SFH,60076,1852,7,2,1,Yes,3,0,1
12/1/20,1363081.9,SFH,60091,4282,11,5,1,Yes,4,0,3
7/17/20,1281250,SFH,60091,3526,11,2,1,No,5,0,2
6/29/17,374192.5699,SFH,60077,1037,9,1,1,Yes,3,1,0
9/3/20,410000,Townhouse,60053,1840,7,2,2,No,3,0,2
9/1/20,315700,Condo,60091,1216,6,1,1,No,2,0,1
4/23/19,429180.3125,SFH,60025,1787,8,2,0,No,4,0,1.5
3/17/17,1181079.793,SFH,60062,4800,13,5,1,Yes,5,1,3
6/15/20,246000,Condo,60062,2350,6,2,1,No,2,0,1
2/28/18,166918.0469,Condo,60077,1564,5,2,0,No,2,0,1
7/26/19,140783.75,Condo,60077,1000,4,1,0,No,1,0,1
11/27/18,233685.2656,Townhouse,60077,1069,6,1,1,No,2,0,0
3/4/19,246896.875,Condo,60077,1300,4,2,0,No,2,0,1
9/1/20,1081375,SFH,60091,3492,10,3,1,No,4,0,3
5/5/20,440750,SFH,60062,1594,9,1,1,Yes,3,0,1
9/14/17,295269.9482,Condo,60077,1300,5,2,0,No,2,0,1
3/29/19,133954.6875,Condo,60202,1000,4,1,0,No,2,0,0
5/18/18,675748.8672,SFH,60062,2228,8,3,1,Yes,3,1,2
3/26/20,348500,SFH,60053,1400,7,2,0,No,3,0,1
6/8/20,324925,SFH,60076,2306,8,2,1,No,4,0,0
5/30/19,436009.375,SFH,60091,1417,9,2,1,Yes,3,0,2
10/22/20,268037.5,SFH,60025,1254,7,2,0,Yes,3,0,2
10/23/20,686750,SFH,60025,3476,10,2,1,No,4,0,2
2/13/20,183475,SFH,60053,1353,6,1,1,No,3,0,0
10/22/20,293662.5,Condo,60076,1600,6,2,0,No,2,0,1
6/25/19,814234.375,SFH,60062,4565,13,3,1,No,4,0,4.5
10/26/20,420250,SFH,60053,1164,8,2,0,Yes,3,0,2.5
2/27/19,346706.25,SFH,60077,1294,6,1,1,Yes,3,0,0
8/7/20,753375,SFH,60025,2582,11,3,1,Yes,4,1,1
9/15/20,158875,Condo,60062,825,4,1,1,No,1,0,1
9/27/19,787968.75,SFH,60062,4029,13,3,1,No,4,0,3
12/10/20,486875,SFH,60062,2919,11,3,1,Yes,4,1,2
4/24/18,393065.0781,SFH,60077,1754,9,2,1,Yes,4,0,1
12/2/20,461250,SFH,60062,2009,8,2,1,No,3,0,2
7/9/18,140534.2266,Condo,60077,7196,6,1,0,No,2,0,0
10/14/20,399750,SFH,60002,1924,8,2,2,No,3,1,2
3/9/20,222425,Condo,60062,1348,5,2,0,No,2,0,1
4/1/19,364566.875,SFH,60002,2240,9,3,0,No,3,0,2
7/31/20,282900,Condo,60201,1054,6,2,0,No,2,0,1
3/22/19,330946.875,SFH,60002,1941,6,2,0,No,3,0,2
6/12/19,635628.125,SFH,60201,1869,9,1,1,No,4,0,1
8/7/20,794375,SFH,60202,3552,12,4,1,Yes,4,1,2
6/26/19,380326.25,Townhouse,60062,1991,6,2,1,No,3,0,1
1/29/19,407117.1875,Condo,60026,1396,5,2,0,No,2,0,1
7/17/17,316794.2996,SFH,60076,1000,8,2,0,Yes,3,1,2
5/4/18,806591.0781,SFH,60062,2636,12,2,1,No,4,0,2
2/27/20,394625,SFH,60077,1700,7,2,0,Yes,3,0,2
7/31/17,734035.5723,SFH,60062,4374,9,3,1,Yes,4,0,2.1
4/12/19,449142.1875,Townhouse,60202,2029,6,2,1,No,2,0,2
4/13/18,619212.1094,SFH,60077,4379,11,3,0,No,5,0,2
7/8/20,397700,SFH,60201,1450,7,2,0,No,3,0,1
12/7/20,188600,Condo,60025,1300,5,2,0,No,2,0,0
6/30/20,328000,SFH,60053,1850,9,2,0,Yes,3,0,2
12/8/20,492000,Townhouse,60026,2758,11,2,1,No,3,0,2
10/13/20,394625,Townhouse,60025,1892,6,2,0,No,3,0,2
9/18/19,799608.6244,SFH,60025,2932,9,3,0,No,4,0,2
2/13/19,670876.5938,Condo,60201,2600,8,3,0,No,3,0,2
5/8/17,429383.2145,SFH,60076,2474,9,3,0,Yes,3,1,2
5/22/20,973750,SFH,60062,3586,15,3,1,Yes,5,1,2
9/11/20,861000,SFH,60062,4800,12,4,1,Yes,5,0,3
5/31/19,383478.125,Townhouse,60203,1955,9,2,1,No,3,0,2
6/18/19,586248.75,Duplex,60062,3037,8,2,1,No,3,0,2
1/4/19,378225,SFH,60076,2200,11,3,0,Yes,4,1,2
8/16/19,546325,SFH,60002,2156,7,2,0,No,4,0,1.5
5/15/20,229600,Townhouse,60203,1100,6,1,1,No,2,0,0
5/21/20,868175,SFH,60062,3342,10,3,1,No,5,0,2
5/6/19,246371.5625,Condo,60062,1577,6,2,0,No,2,0,1
5/22/17,147910.9273,Condo,60077,1020,5,1,0,No,2,0,0
6/27/19,572590.625,SFH,60062,2472,9,2,1,No,4,0,2
1/29/20,240875,Townhouse,60077,1312,7,1,1,No,3,0,0
9/10/20,1399125,SFH,60062,5031,14,5,1,Yes,5,1,3
1/21/20,794375,Townhouse,60026,3500,10,3,1,No,4,0,2
5/20/19,349332.8125,SFH,60002,4000,10,3,0,Yes,3,1,3.5
9/21/20,307500,SFH,60076,1100,7,2,0,Yes,2,1,1
4/17/20,416662.5,SFH,60026,1951,9,2,0,Yes,5,0,2.5
3/12/19,94556.25,Condo,60076,830,4,1,0,No,1,0,0
12/15/20,230625,Condo,60201,830,4,1,0,No,1,0,1
10/6/20,384375,SFH,60077,1500,9,2,1,Yes,3,1,1
7/7/17,455874.7238,SFH,60062,2713,10,2,1,No,3,0,2
7/23/20,630375,SFH,60201,2041,10,3,0,No,4,0,1
4/6/20,138375,Condo,60202,750,4,1,0,No,2,0,0
6/4/19,1864859.375,SFH,60091,5625,10,4,2,Yes,5,0,2
6/29/20,415125,SFH,60062,1579,7,2,0,No,3,0,1.1
6/10/19,493793.75,SFH,60203,1870,9,2,1,Yes,3,1,0
6/14/19,2101250,SFH,60025,6024,13,5,1,Yes,5,1,3
3/27/20,97375,Condo,60077,1000,5,1,0,No,2,0,1
9/23/20,343375,SFH,60076,1400,8,2,0,Yes,3,0,1
10/23/20,840500,SFH,60201,3200,11,3,1,Yes,4,1,2
10/28/19,367613.6875,SFH,60002,4159,11,3,1,Yes,4,0,3
9/10/19,142885,Condo,60062,1387,5,2,0,No,2,0,0
9/16/19,1507646.875,SFH,60091,5500,12,4,1,Yes,5,0,2
2/26/19,169150.625,Condo,60025,1200,5,2,0,No,2,0,0
2/20/19,319390,SFH,60076,1100,8,1,1,Yes,3,0,2
3/22/17,586124.6449,SFH,60062,3412,9,5,0,No,5,0,2
12/15/20,1358125,SFH,60091,3093,12,4,0,Yes,4,1,2
8/2/19,822114.0625,SFH,60076,6260,12,5,0,Yes,4,0,2
7/2/20,640625,SFH,60062,2539,10,2,1,No,4,0,2
9/20/19,126075,SFH,60002,876,5,1,0,No,2,0,0
7/8/19,693412.5,SFH,60091,3410,10,2,0,No,4,0,2
10/16/19,302054.6875,SFH,60002,2777,10,2,1,No,4,0,2
4/4/18,659057.0625,SFH,60062,2839,9,2,1,No,4,0,2
11/17/17,761630.8945,SFH,60062,3510,10,2,1,No,5,0,2
12/21/20,173225,Condo,60076,1170,5,2,0,No,2,0,0
8/3/17,747833.2334,SFH,60076,3650,11,3,1,No,4,0,2
4/10/19,1365812.5,SFH,60201,4777,15,3,2,Yes,7,0,2
12/15/20,630375,SFH,60062,2464,10,2,1,No,4,0,2
9/22/20,537612.5,Condo,60091,1575,5,2,0,No,2,0,2
6/30/20,394625,Condo,60201,1460,5,2,0,No,2,0,1
2/25/20,374125,SFH,60077,1508,8,2,1,No,4,0,1
12/23/19,257403.125,SFH,60002,2299,6,2,0,No,3,0,2.5
8/11/20,292125,SFH,60002,3250,9,2,1,No,3,0,2.5
5/1/18,565367.5781,SFH,60062,2717,8,2,1,No,3,0,2
2/14/20,497125,SFH,60202,2100,8,2,0,No,3,0,1.5
6/25/20,448950,SFH,60053,1876,9,3,1,Yes,3,0,2
10/28/19,351854.3125,SFH,60002,3600,10,2,1,No,4,0,2.5
12/3/20,664200,SFH,60025,2588,8,2,1,No,3,0,2.5
3/28/19,429705.625,Duplex,60062,1874,10,3,1,Yes,3,1,2
3/12/20,325437.5,SFH,60062,1021,7,2,0,Yes,3,1,4
3/20/20,234212.5,Condo,60077,1250,5,2,0,No,2,0,1
3/15/17,198686.3203,Townhouse,60077,1344,7,1,1,No,3,0,0
7/26/18,145272.5453,Condo,60077,850,5,1,0,No,2,0,0
4/27/20,189625,Condo,60077,1100,5,2,0,No,2,0,2
8/18/20,164000,Condo,60202,900,4,1,0,No,1,0,0
4/13/17,571775.0773,SFH,60062,2668,8,2,1,No,4,0,2
4/15/19,143410.3125,SFH,60002,906,5,1,0,No,2,0,0
7/31/19,218530,Condo,60076,1300,6,1,1,No,3,0,0
8/26/19,446516.6756,SFH,60002,2912,8,2,1,No,4,0,2
6/11/18,236915.9375,SFH,60076,1037,6,2,0,Yes,2,0,2
2/28/19,442313.125,Townhouse,60026,1835,7,2,1,No,3,0,2
3/27/20,94300,SFH,60002,1535,7,1,1,No,3,0,0
3/13/19,1276509.375,SFH,60201,4017,11,3,2,Yes,5,0,2
5/29/19,302580,SFH,60076,1386,8,2,0,Yes,3,1,2
7/25/19,420250,Townhouse,60025,2407,7,2,1,No,2,0,2
12/5/19,294175,SFH,60025,1800,7,2,0,No,3,0,2
8/21/17,700810.8043,SFH,60062,2818,9,2,1,No,4,0,2
10/30/20,1127500,SFH,60201,3100,9,3,1,No,5,0,1
1/28/20,128125,Condo,60202,900,5,1,0,No,2,0,0
4/7/20,1025000,SFH,60091,3021,11,3,1,No,4,0,1
8/20/20,177325,SFH,60002,1535,7,2,0,No,3,0,2
11/8/17,1009988.795,SFH,60062,3339,11,3,1,Yes,3,2,2
4/17/19,360889.6875,SFH,60202,1150,6,2,0,Yes,2,0,1
8/15/19,420250,SFH,60002,2729,9,3,0,Yes,5,0,2
6/15/20,196800,SFH,60002,1506,6,2,0,Yes,3,0,1
1/22/20,343375,SFH,60076,1439,8,2,0,Yes,3,0,2
6/17/20,404875,Townhouse,60091,2000,8,3,1,No,3,0,2
8/6/20,225500,Condo,60062,2400,8,2,1,No,3,0,1
3/21/19,178711.3125,Condo,60077,1500,5,2,0,No,2,0,1
7/19/19,1031713.75,SFH,60202,2268,8,2,1,No,3,0,2
9/16/19,399132.4375,SFH,60077,2784,10,3,0,Yes,4,0,2
11/16/20,594500,SFH,60091,1836,7,2,1,No,3,0,2
7/7/17,476847.1687,SFH,60076,2166,8,2,2,Yes,3,0,1
8/6/19,1628468.75,Condo,60201,3134,7,3,1,No,3,0,3
11/21/19,294175,SFH,60062,1756,9,2,1,Yes,5,0,2
12/19/17,463601.4141,Condo,60077,1800,6,2,0,No,3,0,2
2/13/19,231137.5,SFH,60076,1086,7,1,0,No,2,0,2
7/12/19,516382.1875,SFH,60201,1560,7,1,1,No,3,0,2
9/3/20,609875,Townhouse,60202,2400,8,2,1,No,4,0,2
10/13/19,551578.125,SFH,60076,2460,8,3,1,Yes,3,1,2
12/8/20,278800,SFH,60002,2262,10,3,1,Yes,4,0,3
9/2/20,406925,SFH,60062,1944,9,2,2,Yes,4,0,2
6/22/20,925062.5,SFH,60025,2603,8,3,0,No,4,0,2
7/15/20,427937.5,SFH,60062,2362,9,3,1,Yes,4,0,2
3/12/20,179375,Condo,60201,1200,5,1,0,No,2,0,0
11/26/18,226147.0312,SFH,60077,995,8,1,1,No,3,1,1
10/15/19,341453.125,Townhouse,60062,1864,7,2,1,No,2,0,2
7/15/19,409743.75,Condo,60202,1425,6,2,0,No,2,0,2
11/18/19,230086.875,Condo,60062,1610,5,2,0,No,2,0,1
6/28/18,366142.8125,SFH,60076,2766,10,3,1,No,5,0,0
4/3/20,239850,Townhouse,60076,1200,6,1,1,No,2,0,0
8/15/19,745943.75,SFH,60062,3050,13,2,1,No,5,0,2.5
5/13/19,987587.5,SFH,60026,3019,11,4,0,Yes,4,0,2
10/27/17,443732.782,SFH,60062,2100,10,2,0,Yes,4,0,2.5
6/25/20,630375,SFH,60002,4000,9,3,0,Yes,4,0,3
10/3/17,579501.7676,SFH,60062,2796,11,2,1,No,4,0,2
11/20/20,666250,SFH,60062,2425,9,2,1,No,4,0,2
7/2/20,533000,SFH,60062,2917,10,3,0,No,4,0,2
12/3/19,128176.25,Condo,60002,1276,5,2,0,No,2,0,1
8/11/20,196800,SFH,60002,890,5,1,0,No,2,0,0
7/24/17,113692.7277,Condo,60077,726,4,1,0,No,1,0,0
